year,origin,HS2,rank_export_between_country,rank_export_within_country,details_description,rank_pci,quartile_pci
2016,vgb,63,168.0,49.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,vgb,24,146.0,50.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,vgb,65,123.0,51.0,Headgear and parts .,86.0,6_Low world cpi
2016,vgb,48,180.0,52.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,vgb,21,176.0,53.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,vgb,54,138.0,54.0,Man-made filaments.,45.0,3_Average world cpi
2016,vgb,16,156.0,55.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,vgb,79,113.0,56.0,Zinc and articles .,38.0,3_Average world cpi
2016,vgb,47,120.0,57.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,vgb,34,178.0,58.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,vgb,56,160.0,59.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,vnm,85,9.0,1.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,vnm,64,2.0,2.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,vnm,84,25.0,3.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,vnm,62,3.0,4.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,vnm,61,3.0,5.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,vnm,94,7.0,6.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,vnm,90,17.0,7.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,vnm,30,23.0,8.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,vnm,42,4.0,9.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,vnm,27,54.0,10.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,vnm,40,23.0,11.0,Rubber and articles .,29.0,2_Top world cpi
2016,vnm,39,31.0,12.0,Plastics and articles .,9.0,1_Highest world cpi
2016,vnm,80,12.0,13.0,Tin and articles .,40.0,3_Average world cpi
2016,vnm,44,17.0,14.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,vnm,87,37.0,15.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,vnm,52,5.0,16.0,Cotton.,81.0,6_Low world cpi
2016,vnm,73,25.0,17.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,vnm,16,5.0,18.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,vnm,72,29.0,19.0,Iron and steel.,21.0,2_Top world cpi
2016,vnm,10,17.0,20.0,Cereals.,68.0,5_Bottom world cpi
2016,vnm,95,10.0,21.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,vnm,63,7.0,22.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,vnm,71,48.0,23.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,vnm,70,25.0,24.0,Glass and glassware.,20.0,2_Top world cpi
2016,vnm,81,18.0,25.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,vnm,54,14.0,26.0,Man-made filaments.,45.0,3_Average world cpi
2016,vnm,28,33.0,27.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,vnm,76,43.0,28.0,Aluminium and articles .,33.0,3_Average world cpi
2016,vnm,21,29.0,29.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,vnm,48,38.0,30.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,vnm,25,22.0,31.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,vnm,60,16.0,32.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,vnm,55,15.0,33.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,vnm,23,27.0,34.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,vnm,38,39.0,35.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,vnm,59,10.0,36.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,vnm,74,40.0,37.0,Copper and articles .,30.0,2_Top world cpi
2016,vnm,96,14.0,38.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,vnm,82,22.0,39.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,vnm,20,37.0,40.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,vnm,69,21.0,41.0,Ceramic products.,34.0,3_Average world cpi
2016,vnm,34,29.0,42.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,vnm,41,19.0,43.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,vnm,89,32.0,44.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,vnm,65,2.0,45.0,Headgear and parts .,86.0,6_Low world cpi
2016,vnm,68,27.0,46.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,vnm,19,33.0,47.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,vnm,11,15.0,48.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,vnm,33,42.0,49.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,vnm,83,33.0,50.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,vnm,56,20.0,51.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,vnm,46,2.0,52.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,vnm,88,44.0,53.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,vnm,43,8.0,54.0,Furskins and artificial fur; manufactures .,47.0,3_Average world cpi
2016,vnm,22,49.0,55.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,vnm,29,53.0,56.0,Organic chemicals.,3.0,1_Highest world cpi
2016,vnm,26,45.0,57.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,vnm,31,45.0,58.0,Fertilisers.,64.0,4_Common World cpi
2016,vnm,17,51.0,59.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,vnm,24,53.0,60.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,vnm,15,57.0,61.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,vnm,32,47.0,62.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,vnm,91,30.0,63.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,vnm,35,36.0,64.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,vnm,50,21.0,65.0,Silk.,50.0,4_Common World cpi
2016,vnm,58,23.0,66.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,vnm,78,22.0,67.0,Lead and articles .,73.0,5_Bottom world cpi
2016,vnm,12,69.0,68.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,vnm,49,53.0,69.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,vnm,67,12.0,70.0,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,92.0,6_Low world cpi
2016,vnm,57,34.0,71.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,vnm,53,16.0,72.0,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn.,82.0,6_Low world cpi
2016,vnm,92,23.0,73.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,vnm,14,10.0,74.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,vnm,13,35.0,75.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,vnm,79,39.0,76.0,Zinc and articles .,38.0,3_Average world cpi
2016,vnm,66,13.0,77.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,vnm,51,48.0,78.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,vnm,37,27.0,79.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,vnm,18,73.0,80.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,vnm,36,45.0,81.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.,44.0,3_Average world cpi
2016,vnm,97,53.0,82.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,vnm,86,68.0,83.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,vnm,47,87.0,84.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,vnm,45,45.0,85.0,Cork and articles of cork.,59.0,4_Common World cpi
2016,vnm,75,64.0,86.0,Nickel and articles .,6.0,1_Highest world cpi
2016,vnm,93,84.0,87.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,vut,89,50.0,1.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,vut,30,134.0,2.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,vut,12,99.0,3.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,vut,85,166.0,4.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,vut,22,141.0,5.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,vut,20,128.0,6.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,vut,44,136.0,7.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,vut,49,126.0,8.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,vut,84,199.0,9.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,vut,33,150.0,10.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,vut,90,190.0,11.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,vut,94,168.0,12.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,vut,80,157.0,13.0,Tin and articles .,40.0,3_Average world cpi
2016,vut,63,155.0,14.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,vut,27,173.0,15.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,vut,74,144.0,16.0,Copper and articles .,30.0,2_Top world cpi
2016,vut,61,166.0,17.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,vut,73,188.0,18.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,vut,95,158.0,19.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,vut,39,198.0,20.0,Plastics and articles .,9.0,1_Highest world cpi
2016,vut,88,175.0,21.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,vut,40,177.0,22.0,Rubber and articles .,29.0,2_Top world cpi
2016,vut,34,166.0,23.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,vut,82,176.0,24.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,vut,15,163.0,25.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,vut,42,166.0,26.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,vut,83,168.0,27.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,vut,87,209.0,28.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,vut,86,155.0,29.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,vut,62,193.0,30.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,vut,68,169.0,31.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,vut,76,184.0,32.0,Aluminium and articles .,33.0,3_Average world cpi
2016,vut,96,169.0,33.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,vut,21,191.0,34.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,vut,25,175.0,35.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,vut,29,168.0,36.0,Organic chemicals.,3.0,1_Highest world cpi
2016,vut,23,167.0,37.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,vut,97,175.0,38.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,vut,48,201.0,39.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,vut,19,190.0,40.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,vut,16,165.0,41.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,vut,37,120.0,42.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,vut,91,181.0,43.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,vut,71,199.0,44.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,wlf,95,144.0,1.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,wlf,94,185.0,2.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,wlf,85,219.0,3.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,wlf,27,189.0,4.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,wlf,84,221.0,5.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,wlf,90,216.0,6.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,wlf,70,188.0,7.0,Glass and glassware.,20.0,2_Top world cpi
2016,wlf,62,201.0,8.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,wlf,83,196.0,9.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,wsm,85,105.0,1.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,wsm,30,128.0,2.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,wsm,27,143.0,3.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,wsm,20,116.0,4.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,wsm,84,166.0,5.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,wsm,71,152.0,6.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,wsm,39,141.0,7.0,Plastics and articles .,9.0,1_Highest world cpi
2016,wsm,22,143.0,8.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,wsm,95,99.0,9.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,wsm,94,140.0,10.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,wsm,73,150.0,11.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,wsm,66,58.0,12.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,wsm,42,117.0,13.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,wsm,80,153.0,14.0,Tin and articles .,40.0,3_Average world cpi
2016,wsm,48,146.0,15.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,wsm,44,152.0,16.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,wsm,90,191.0,17.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,wsm,74,135.0,18.0,Copper and articles .,30.0,2_Top world cpi
2016,wsm,64,143.0,19.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,wsm,65,102.0,20.0,Headgear and parts .,86.0,6_Low world cpi
2016,wsm,76,154.0,21.0,Aluminium and articles .,33.0,3_Average world cpi
2016,wsm,63,150.0,22.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,wsm,87,184.0,23.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,wsm,21,154.0,24.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,wsm,62,155.0,25.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,wsm,70,159.0,26.0,Glass and glassware.,20.0,2_Top world cpi
2016,wsm,82,148.0,27.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,wsm,25,158.0,28.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,wsm,23,148.0,29.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,wsm,19,156.0,30.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,wsm,18,134.0,31.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,wsm,32,150.0,32.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,wsm,61,165.0,33.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,wsm,83,144.0,34.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,wsm,16,142.0,35.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,wsm,11,141.0,36.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,wsm,86,138.0,37.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,wsm,49,162.0,38.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,wsm,15,158.0,39.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,wsm,96,141.0,40.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,wsm,72,168.0,41.0,Iron and steel.,21.0,2_Top world cpi
2016,wsm,12,165.0,42.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,wsm,55,136.0,43.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,wsm,60,144.0,44.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,wsm,68,160.0,45.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,wsm,81,148.0,46.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,wsm,38,181.0,47.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,wsm,33,182.0,48.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,wsm,28,162.0,49.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,wsm,57,136.0,50.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,wsm,46,118.0,51.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,wsm,88,186.0,52.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,wsm,69,176.0,53.0,Ceramic products.,34.0,3_Average world cpi
2016,wsm,40,196.0,54.0,Rubber and articles .,29.0,2_Top world cpi
2016,wsm,34,184.0,55.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,wsm,92,143.0,56.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,wsm,59,143.0,57.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,wsm,89,173.0,58.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,wsm,17,167.0,59.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,wsm,91,176.0,60.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,wsm,67,132.0,61.0,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,92.0,6_Low world cpi
2016,xxb,85,2.0,1.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,xxb,84,12.0,2.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,xxb,39,10.0,3.0,Plastics and articles .,9.0,1_Highest world cpi
2016,xxb,90,10.0,4.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,xxb,87,24.0,5.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,xxb,29,15.0,6.0,Organic chemicals.,3.0,1_Highest world cpi
2016,xxb,72,12.0,7.0,Iron and steel.,21.0,2_Top world cpi
2016,xxb,73,8.0,8.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,xxb,27,37.0,9.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,xxb,38,11.0,10.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,xxb,74,8.0,11.0,Copper and articles .,30.0,2_Top world cpi
2016,xxb,54,3.0,12.0,Man-made filaments.,45.0,3_Average world cpi
2016,xxb,40,24.0,13.0,Rubber and articles .,29.0,2_Top world cpi
2016,xxb,82,5.0,14.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,xxb,60,4.0,15.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,xxb,95,5.0,16.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,xxb,94,17.0,17.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,xxb,30,35.0,18.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,xxb,70,13.0,19.0,Glass and glassware.,20.0,2_Top world cpi
2016,xxb,83,7.0,20.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,xxb,32,14.0,21.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,xxb,28,15.0,22.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,xxb,48,25.0,23.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,xxb,71,44.0,24.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,xxb,76,32.0,25.0,Aluminium and articles .,33.0,3_Average world cpi
2016,xxb,55,9.0,26.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,xxb,59,5.0,27.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,xxb,89,25.0,28.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,xxb,88,26.0,29.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
