year,origin,HS2,rank_export_between_country,rank_export_within_country,details_description,rank_pci,quartile_pci
2016,bgd,69,51.0,17.0,Ceramic products.,34.0,3_Average world cpi
2016,bgd,94,77.0,18.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,bgd,27,125.0,19.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,bgd,70,83.0,20.0,Glass and glassware.,20.0,2_Top world cpi
2016,bgd,56,56.0,21.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,bgd,19,77.0,22.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,bgd,57,38.0,23.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,bgd,78,39.0,24.0,Lead and articles .,73.0,5_Bottom world cpi
2016,bgd,84,114.0,25.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,bgd,74,84.0,26.0,Copper and articles .,30.0,2_Top world cpi
2016,bgd,20,95.0,27.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,bgd,28,81.0,28.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,bgd,52,75.0,29.0,Cotton.,81.0,6_Low world cpi
2016,bgd,89,81.0,30.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,bgd,16,82.0,31.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,bgd,55,60.0,32.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,bgd,22,111.0,33.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,bgd,72,106.0,34.0,Iron and steel.,21.0,2_Top world cpi
2016,bgd,12,94.0,35.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,bgd,25,106.0,36.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,bgd,17,96.0,37.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,bgd,46,15.0,38.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,bgd,40,103.0,39.0,Rubber and articles .,29.0,2_Top world cpi
2016,bgd,15,106.0,40.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,bgd,71,140.0,41.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,bgd,73,104.0,42.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,bgd,60,80.0,43.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,bgd,54,67.0,44.0,Man-made filaments.,45.0,3_Average world cpi
2016,bgd,21,97.0,45.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,bgd,96,72.0,46.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,bgd,38,100.0,47.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,bgd,80,119.0,48.0,Tin and articles .,40.0,3_Average world cpi
2016,bgd,91,82.0,49.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,bgd,10,101.0,50.0,Cereals.,68.0,5_Bottom world cpi
2016,bgd,48,107.0,51.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,bgd,31,98.0,52.0,Fertilisers.,64.0,4_Common World cpi
2016,bgd,44,120.0,53.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,bgd,23,106.0,54.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,bgd,79,51.0,55.0,Zinc and articles .,38.0,3_Average world cpi
2016,bgd,58,65.0,56.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,bgd,66,40.0,57.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,bgd,86,77.0,58.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,bgd,82,89.0,59.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,bgd,29,103.0,60.0,Organic chemicals.,3.0,1_Highest world cpi
2016,bgd,32,100.0,61.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,bgd,35,74.0,62.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,bgd,81,106.0,63.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,bgd,50,71.0,64.0,Silk.,50.0,4_Common World cpi
2016,bgd,68,100.0,65.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,bgd,59,77.0,66.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,bgd,49,97.0,67.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,bgd,76,126.0,68.0,Aluminium and articles .,33.0,3_Average world cpi
2016,bgd,83,99.0,69.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,bgd,33,124.0,70.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,bgd,34,113.0,71.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,bgd,88,123.0,72.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,bgd,11,117.0,73.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,bgd,13,98.0,74.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,bgd,51,90.0,75.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,bgd,14,66.0,76.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,bgd,75,66.0,77.0,Nickel and articles .,6.0,1_Highest world cpi
2016,bgd,97,122.0,78.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,bgd,18,122.0,79.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,bgd,43,89.0,80.0,Furskins and artificial fur; manufactures .,47.0,3_Average world cpi
2016,bgd,26,121.0,81.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,bgd,92,128.0,82.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,bgd,37,110.0,83.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,bgd,47,121.0,84.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,bgd,45,96.0,85.0,Cork and articles of cork.,59.0,4_Common World cpi
2016,bgr,85,44.0,1.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,bgr,27,58.0,2.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,bgr,84,44.0,3.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,bgr,74,20.0,4.0,Copper and articles .,30.0,2_Top world cpi
2016,bgr,62,25.0,5.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,bgr,10,21.0,6.0,Cereals.,68.0,5_Bottom world cpi
2016,bgr,61,33.0,7.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,bgr,30,51.0,8.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,bgr,12,14.0,9.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,bgr,87,48.0,10.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,bgr,39,56.0,11.0,Plastics and articles .,9.0,1_Highest world cpi
2016,bgr,26,25.0,12.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,bgr,94,39.0,13.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,bgr,90,54.0,14.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,bgr,72,47.0,15.0,Iron and steel.,21.0,2_Top world cpi
2016,bgr,73,44.0,16.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,bgr,70,33.0,17.0,Glass and glassware.,20.0,2_Top world cpi
2016,bgr,40,53.0,18.0,Rubber and articles .,29.0,2_Top world cpi
2016,bgr,24,29.0,19.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,bgr,71,72.0,20.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,bgr,76,53.0,21.0,Aluminium and articles .,33.0,3_Average world cpi
2016,bgr,20,45.0,22.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,bgr,95,28.0,23.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,bgr,38,45.0,24.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,bgr,44,49.0,25.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,bgr,64,40.0,26.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,bgr,28,51.0,27.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,bgr,48,53.0,28.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,bgr,33,46.0,29.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,bgr,15,43.0,30.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,bgr,23,35.0,31.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,bgr,19,39.0,32.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,bgr,31,39.0,33.0,Fertilisers.,64.0,4_Common World cpi
2016,bgr,69,29.0,34.0,Ceramic products.,34.0,3_Average world cpi
2016,bgr,78,13.0,35.0,Lead and articles .,73.0,5_Bottom world cpi
2016,bgr,83,39.0,36.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,bgr,79,23.0,37.0,Zinc and articles .,38.0,3_Average world cpi
2016,bgr,18,39.0,38.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,bgr,25,54.0,39.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,bgr,22,61.0,40.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,bgr,55,31.0,41.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,bgr,51,28.0,42.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,bgr,93,24.0,43.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,bgr,68,46.0,44.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,bgr,86,30.0,45.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,bgr,17,58.0,46.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,bgr,29,65.0,47.0,Organic chemicals.,3.0,1_Highest world cpi
2016,bgr,63,42.0,48.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,bgr,21,62.0,49.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,bgr,42,41.0,50.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,bgr,35,35.0,51.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,bgr,81,47.0,52.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,bgr,34,55.0,53.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,bgr,47,41.0,54.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,bgr,16,64.0,55.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,bgr,54,42.0,56.0,Man-made filaments.,45.0,3_Average world cpi
2016,bgr,11,45.0,57.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,bgr,82,47.0,58.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,bgr,56,51.0,59.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,bgr,52,52.0,60.0,Cotton.,81.0,6_Low world cpi
2016,bgr,60,54.0,61.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,bgr,80,90.0,62.0,Tin and articles .,40.0,3_Average world cpi
2016,bgr,96,43.0,63.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,bgr,49,58.0,64.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,bgr,32,65.0,65.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,bgr,41,65.0,66.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,bgr,57,42.0,67.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,bgr,91,56.0,68.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,bgr,88,65.0,69.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,bgr,59,48.0,70.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,bgr,89,85.0,71.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,bgr,58,44.0,72.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,bgr,36,36.0,73.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.,44.0,3_Average world cpi
2016,bgr,50,48.0,74.0,Silk.,50.0,4_Common World cpi
2016,bgr,97,54.0,75.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,bgr,65,46.0,76.0,Headgear and parts .,86.0,6_Low world cpi
2016,bgr,13,61.0,77.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,bgr,92,39.0,78.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,bgr,37,48.0,79.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,bgr,53,48.0,80.0,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn.,82.0,6_Low world cpi
2016,bgr,66,39.0,81.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,bgr,43,52.0,82.0,Furskins and artificial fur; manufactures .,47.0,3_Average world cpi
2016,bgr,14,48.0,83.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,bgr,67,60.0,84.0,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,92.0,6_Low world cpi
2016,bgr,45,37.0,85.0,Cork and articles of cork.,59.0,4_Common World cpi
2016,bgr,75,59.0,86.0,Nickel and articles .,6.0,1_Highest world cpi
2016,bgr,46,78.0,87.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,bhr,27,42.0,1.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,bhr,76,23.0,2.0,Aluminium and articles .,33.0,3_Average world cpi
2016,bhr,84,60.0,3.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,bhr,26,32.0,4.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,bhr,72,52.0,5.0,Iron and steel.,21.0,2_Top world cpi
2016,bhr,73,57.0,6.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,bhr,71,85.0,7.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,bhr,39,71.0,8.0,Plastics and articles .,9.0,1_Highest world cpi
2016,bhr,85,77.0,9.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,bhr,61,60.0,10.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,bhr,62,65.0,11.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,bhr,87,64.0,12.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,bhr,31,46.0,13.0,Fertilisers.,64.0,4_Common World cpi
2016,bhr,21,55.0,14.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,bhr,89,51.0,15.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,bhr,40,73.0,16.0,Rubber and articles .,29.0,2_Top world cpi
2016,bhr,48,68.0,17.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,bhr,29,66.0,18.0,Organic chemicals.,3.0,1_Highest world cpi
2016,bhr,63,43.0,19.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,bhr,34,53.0,20.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,bhr,38,60.0,21.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,bhr,94,66.0,22.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,bhr,90,88.0,23.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,bhr,64,58.0,24.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,bhr,28,69.0,25.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,bhr,17,76.0,26.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,bhr,33,61.0,27.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,bhr,52,45.0,28.0,Cotton.,81.0,6_Low world cpi
2016,bhr,70,79.0,29.0,Glass and glassware.,20.0,2_Top world cpi
2016,bhr,30,110.0,30.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,bhr,83,60.0,31.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,bhr,44,92.0,32.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,bhr,22,95.0,33.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,bhr,24,83.0,34.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,bhr,86,49.0,35.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,bhr,88,66.0,36.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,bhr,20,97.0,37.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,bhr,91,60.0,38.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,bhr,19,89.0,39.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,bhr,97,39.0,40.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,bhr,42,69.0,41.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,bhr,74,96.0,42.0,Copper and articles .,30.0,2_Top world cpi
2016,bhr,47,59.0,43.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,bhr,25,112.0,44.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,bhr,68,80.0,45.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,bhr,95,77.0,46.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,bhr,32,82.0,47.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,bhr,69,76.0,48.0,Ceramic products.,34.0,3_Average world cpi
2016,bhr,82,74.0,49.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,bhr,65,63.0,50.0,Headgear and parts .,86.0,6_Low world cpi
2016,bhr,16,101.0,51.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,bhr,49,82.0,52.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,bhr,54,78.0,53.0,Man-made filaments.,45.0,3_Average world cpi
2016,bhr,18,91.0,54.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,bhr,10,111.0,55.0,Cereals.,68.0,5_Bottom world cpi
2016,bhr,80,124.0,56.0,Tin and articles .,40.0,3_Average world cpi
2016,bhr,55,84.0,57.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,bhr,81,108.0,58.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,bhr,96,88.0,59.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,bhr,15,123.0,60.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,bhr,12,132.0,61.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,bhr,57,79.0,62.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,bhr,75,58.0,63.0,Nickel and articles .,6.0,1_Highest world cpi
2016,bhr,58,88.0,64.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,bhr,45,41.0,65.0,Cork and articles of cork.,59.0,4_Common World cpi
2016,bhr,56,100.0,66.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,bhr,59,84.0,67.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,bhr,11,122.0,68.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,bhr,93,74.0,69.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,bhr,60,115.0,70.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,bhr,92,69.0,71.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,bhr,41,120.0,72.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,bhr,23,137.0,73.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,bhr,50,96.0,74.0,Silk.,50.0,4_Common World cpi
2016,bhr,79,84.0,75.0,Zinc and articles .,38.0,3_Average world cpi
2016,bhr,37,78.0,76.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,bhr,67,82.0,77.0,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,92.0,6_Low world cpi
2016,bhr,46,81.0,78.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,bhr,78,110.0,79.0,Lead and articles .,73.0,5_Bottom world cpi
2016,bhr,35,121.0,80.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,bhr,43,86.0,81.0,Furskins and artificial fur; manufactures .,47.0,3_Average world cpi
2016,bhr,36,103.0,82.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.,44.0,3_Average world cpi
2016,bhr,13,125.0,83.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,bhr,51,119.0,84.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,bhr,66,91.0,85.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,bhr,14,129.0,86.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,bhs,89,27.0,1.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,bhs,27,92.0,2.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,bhs,29,68.0,3.0,Organic chemicals.,3.0,1_Highest world cpi
2016,bhs,39,88.0,4.0,Plastics and articles .,9.0,1_Highest world cpi
2016,bhs,25,85.0,5.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,bhs,84,128.0,6.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,bhs,30,136.0,7.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,bhs,22,113.0,8.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,bhs,85,156.0,9.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
