"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Czech Republic","CZE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267158.880034606","236696.0726591","235256.454865399","235157.522230467","241911.583760799","257119.487631416","268289.223683673","266981.368928636","266355.998563487","270448.644769571","282779.832751881","292100.653788612","297500.930673549","308308.084816183","323336.995485285","343985.96602011","366567.128027851","384852.237555574","391910.985908657","370969.622946751","378299.493718501","384229.819719499","380623.616599521","378657.02922656","388528.758244265","408353.110863499","418139.236965108","435044.611518316","",
"Germany","DEU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","14817.568239619","15253.7456155658","15833.7656280238","16538.0542497196","16678.7534476396","16595.9544054664","17492.1711478428","18118.6422513749","18679.9907006905","19446.6794122598","19679.7855781666","19753.8292981089","19694.5563950361","20056.7460154826","20694.3474077426","21223.4777753965","21698.9972328513","21969.475153623","22695.096980382","23397.7780412797","24415.9648891143","25476.8922888094","25770.3278098825","25356.6791799184","25889.8305500991","26262.4028577763","26400.6683966668","26849.5565130547","27376.9290955041","27902.9048671634","28690.5192153877","29127.9169956743","29078.9858634225","28856.5719732878","29200.5239936953","29423.5896305906","30546.7459383508","31584.940077338","31987.5530045958","30266.8110435522","31549.9738129079","33316.6087372451","33417.7307703771","33489.8201830094","33994.0606921248","34288.5217750067","34673.935045629","35296.231694782","",
"Djibouti","DJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262558.437271381","281128.17431953","303281.649511437","324514.310121794","332616.072143242","",
"Dominica","DMA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","6336.45653774109","6925.65228872988","5602.60999330037","6319.60699524301","6998.30992664035","7307.05125099087","7536.25105045044","7909.02374326753","8083.49171520857","8728.51416351296","9363.05272031573","10183.2941006684","10235.1632410085","10837.8432887265","10996.7956861749","11199.7928702269","11403.3843561298","11381.2099813655","11726.9014123977","12128.9113781713","12462.6319732025","13018.1419832124","13136.6550791812","13487.7877604914","13480.4779675614","13070.2408913841","13847.2971623415","14211.7478225039","14254.7793336826","14880.9496236248","15794.5510923185","16889.7219799083","16655.8297884289","16718.3230683091","16616.2678825399","16365.9444228527","16186.5055248619","16809.153865179","16294.4616057516","16618.8705927145","14957.3554277984","",
"Denmark","DNK","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","118530.752348001","125214.397504843","131284.099017765","131083.746281502","142094.937305912","147414.523971836","150243.700592002","154164.181630074","159319.181683692","168457.971234912","171770.083207592","175706.60104136","181569.181480232","187861.631375301","184890.205670746","181672.74127239","191952.996059611","194935.008300221","198656.883442968","205836.810929329","204593.690409986","203288.560621622","210933.973711412","216558.60033158","225698.941959485","234640.106334153","245818.50252337","246131.479002244","245978.373008292","247416.998110507","250659.461238501","253494.074265787","257601.75736797","256772.310522165","269552.72387816","276270.772215166","282678.525895703","290685.830874641","296056.591931819","303777.538385046","314108.168078004","315561.014506465","316021.355184804","316392.280302617","323995.845701832","330654.393301733","342465.4863689","344050.229994371","340283.394140222","321860.478590356","326429.249832768","329433.673956642","328939.69710128","330628.581076316","334283.398083628","337263.083218512","341213.964361096","346342.720634331","",
"Dominican Republic","DOM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","40463.393561617","38224.7219444967","43280.0714891619","44607.9299249228","46113.3200884273","39098.7014409025","43005.3631258767","43103.5008066262","41936.5412930875","45164.7351089196","51890.1233343289","55941.2238133423","60084.5232012402","66036.2541306087","68186.2388020326","69910.2728184591","72765.954003228","74539.866172933","74327.4005038363","75882.9112717835","80049.317179797","81588.8239320736","81128.9292278858","83025.516968371","82256.2595124777","78806.9933478334","79887.4512152212","86174.2829005918","86263.546693929","88274.2426556918","81824.7232902005","80996.4772547642","88361.039845614","93087.1369440706","93763.5606597247","97344.5308367278","101407.328655108","108600.327176966","114035.746576065","118907.084269375","122509.798353822","123581.691998023","127160.657440289","123554.297081991","124847.056629036","134627.754800345","144880.918893332","153447.217090948","156200.003569753","155559.36351003","166315.103316483","169317.865094526","171729.144446797","177888.042489974","189179.897747842","200128.699039949","210949.323355111","218129.992649762","",
"Algeria","DZA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","75079.4332581146","63272.224452753","49576.8884290907","64949.6627906433","67004.5808504738","69298.1252324393","64172.7513925561","68272.2205236301","73495.6184295451","77439.7109803868","81952.9029691614","70674.3593512587","87614.0037977269","88495.5565617433","92536.2674464072","94517.4387140803","99577.0559036439","101851.253429586","108047.556402186","112732.409479552","110233.639295025","110090.935030795","113538.594461496","115990.864619377","118762.81508787","119489.204700631","116481.042732945","112393.555787952","108221.785335351","110003.565380056","108082.039016351","104203.480615157","103633.081655948","99247.1293598753","96356.4910939903","98142.3852258927","100404.652829522","99894.3509047578","103435.392157341","105253.797842416","107809.229224536","109616.62490999","114307.616882314","120995.207822213","124556.37785592","130102.564755443","130377.04431431","132722.784048642","133670.362082361","133534.553312829","135889.678217321","137153.934867985","138965.888265477","139933.582323719","142359.024383846","144907.612462206","146981.825007267","146759.872585752","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1816.57790844894","1856.05047407638","1892.31256971171","1877.23673606475","1958.66583071468","1964.76956046139","1901.74806708123","1932.30306480871","1912.55536210156","1944.53498354618","2019.06619764721","2085.56634956756","2128.93020078208","2358.71205865289","2551.20851000985","2754.47760115328","2879.11564742397","2848.03085988321","2931.94878630484","2962.89786769074","2994.27514387675","3082.44299230838","3023.88900671279","2939.01905518722","2941.8164678491","2982.46303689186","3010.28307630855","2929.43698470423","3027.13042663979","2984.57971468854","3021.51272679016","3078.00743524275","3071.25114203534","3061.63487807092","3122.08087917639","3124.29191764091","3112.31885639543","3181.25478144935","3220.65244779937","3009.9113688695","2987.37959469129","3053.14798266986","3124.90869839949","3157.4508519857","3361.05821269793","3480.77961254825","3573.63067639975","3590.71808551266","3754.98703518282","3713.61450929208","3781.86992833464","4014.20827278534","4174.04845215195","4312.86436774094","4408.27946127777","4346.69706488356","4230.31909296928","4268.04794362755","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4196.18816174929","4293.76138326795","4341.02992717143","4670.63049478581","5071.31001298496","5181.82328846714","5302.21963166602","5207.50604127833","4994.38451360434","5129.04853455592","5288.01284464605","5377.19573167213","5419.07275889793","5487.25299985187","5451.52200482615","5807.64898261115","6430.97226004968","6849.77976386937","7267.55394118885","7417.38502279456","7961.72911532814","8335.59749293911","8931.66816248441","9147.07181985797","9776.74106487848","10067.7190348789","10258.7567688472","10359.1805642724","10628.2951906488","10860.7473949201","11195.2528523336","11063.0007936698","11310.8064213835","11403.3668229545","11624.9613921716","11931.9768537046","12292.0430016847","12728.4755811455","13193.4457488652","13737.5276394027","14345.1886525086","14576.8807167625","14645.014056872","14828.3804499211","15148.513744659","15538.1141644871","16308.2051434403","17161.4882387251","18067.8095198425","18565.6670776126","19140.0435722781","19071.900458268","19071.1523204293","19055.2156189566","19182.5593895284","19601.576366833","20045.2130801134","20484.2178803635","",
"Euro area","EMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1325.85704015479","1513.73005959574","1843.05547047863","1892.84383101323","2050.69900034624","2181.40351432141","2176.77887044414","2125.62312571712","2003.89563077823","2114.33317777694","2107.07329279632","1983.28823665524","1949.31961479523","1943.89468196957","1878.83320611963","1865.8682715468","1651.79042091028","1684.89272525053","1690.29215366536","1802.58297222824","","","","","","","",
"Spain","ESP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","5557.10652618785","6157.52337041148","6708.40436933204","7287.9764944924","7598.97233741514","7986.94791171014","8478.41953794262","8738.20904594004","9193.65955659277","9914.35816466796","10225.5463841861","10572.7984609851","11308.8971080585","12055.7395768441","12594.7599286299","12526.8620137089","12804.6793176078","13033.326979195","13097.2852061058","12987.7227380683","13168.4229284419","13057.8229888684","13141.4464750867","13309.0675496984","13490.4564537921","13753.6996674145","14158.7845536605","14905.4852737437","15631.6346204172","16360.5088590731","16961.8831855717","17349.5173017886","17425.1811668642","17156.2481888919","17481.6862418237","17884.6316022661","18286.6810335621","18882.0844014571","19613.8034600611","20410.5417911141","21394.2000988763","22096.301011603","22413.7841980261","22713.735265384","23032.1610916759","23489.4591238594","24059.7861325816","24508.6967566556","24390.3994128403","23311.3529929699","23207.5357016591","22894.250196988","22209.5392315084","21902.359811107","22271.0920158529","23053.3722244921","23788.1534535429","24467.7985678442","",
"Estonia","EST","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5522.2031498628","5902.64291880299","6674.79448531119","7016.6897520914","6936.13962728845","7632.14937884086","8167.02160844022","8718.33240294342","9423.85921267655","10077.1306741037","11084.9851082283","12295.9121182646","13309.1998090521","12621.7113283324","10784.0076731996","11052.8046715109","11928.67792795","12487.0939354168","12774.2937958129","13178.0767489892","13389.9352063658","13662.2267991093","14328.7858424301","",
"Ethiopia","ETH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","6706.70547923873","6582.87315914773","6911.13861768005","6504.83315427664","5598.36410695305","5946.80492618136","6557.31454423275","6379.31107731234","6147.38300915252","6101.24257412831","5468.50869339793","4817.61595776995","5258.83521171519","5240.76364103249","5379.55970768042","5859.37260777371","5862.50187900411","5495.93520740491","5614.59617901928","5785.76250375898","6087.20876142248","6003.67121430879","5708.08958625818","6302.19484899076","6853.91501720455","7391.92865264627","8020.10678242378","8652.02314862656","9167.70648789757","10049.3038592782","10881.7999073726","11516.2266131986","12406.9565732233","13331.3037566593","14347.4456833608","15051.0654374498","16189.358118669","",
"European Union","EUU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","9208.02089278548","9838.58295741132","10063.3009704275","10320.6671116913","10801.0789763724","11335.9904372259","11561.5593000931","11748.5130512966","11965.2738463367","13120.7488726843","13873.0378804539","14182.1046875583","15188.4886102572","16157.2072152198","16593.0411501876","16817.7150297998","16824.8376101221","16818.0225292694","17259.432790296","18441.44414432","19374.8973488007","19542.2299000576","20033.0106094284","20535.4971295075","21082.5795305546","21737.3566104729","22257.5380925445","22984.4227323609","24111.6866717976","25247.1058266999","25305.2734510916","23678.9302995369","22763.4236627111","22487.1591472288","23272.4548491618","24159.1764735825","24961.1040763787","26442.8721933681","27804.4155639529","28972.7525489432","30541.8502228175","31258.8184135414","31707.1229116344","32262.3342273779","33431.7616176361","34243.7500190618","35495.9147540535","37177.8048374654","37271.8103797588","34026.6696835342","34884.9003384451","35616.2420902286","34941.6352618069","34517.3683556378","34157.7570460341","34091.4213278472","34719.4686080094","35530.6177141776","",
"Fiji","FJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","3723.08928126573","3723.70811187849","3726.01754839567","3830.02397938598","3889.82395382395","3675.18943354251","3579.1979828856","3960.72168603829","4180.19851992014","4198.13855565889","4632.60260235261","4848.60882503983","5103.88494032947","5580.49275681412","5611.40774123257","5531.51553516766","5577.19328703704","5800.44779936449","5801.03767159819","6382.49037066117","6144.54321492944","6375.91477137437","5840.03618687874","5468.06800789622","5800.27499907191","5444.86981863556","5810.61084297778","5402.35172676574","5444.99202536391","5836.24403828744","6140.8145171473","5919.40329556625","6204.07827209344","6248.15238150739","6475.54472113856","6553.29040178053","6789.24874693426","6569.67257775648","6593.08584744757","7118.31879716402","6956.51688869768","7069.54673072813","7282.59733158757","7346.98357146706","7720.05684581489","7741.33852183637","7831.43794317455","7695.98077171866","7696.83757440653","7513.29875452922","7663.48462119891","7806.01728086949","7857.19359978754","8171.93113678862","8570.50573150329","8836.71371037798","8805.04639725844","9071.58813564189","",
"France","FRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","9808.99110875504","10211.5671647626","10740.1233150073","11155.8338313018","11727.8374408916","12147.1050386999","12657.7486859831","13145.3068945469","13608.7873885465","14457.9848895072","15145.2063458326","15819.4396916138","16388.3721322373","17265.4022180314","17858.8980512678","17563.1973332731","18223.8667229003","18776.0818156125","19457.9430543164","20083.7250601726","20325.2017761513","20453.6891852138","20864.3412371356","21014.5158126916","21216.0620284806","21437.1074908753","21811.7229748552","22237.6901590953","23147.900809534","24011.8447128839","24572.1394433848","24807.7539146593","25079.5799176082","24818.1606867762","25305.8702997438","25740.363888965","26005.3974622237","26519.2522816408","27361.2910369219","28148.3333327272","29039.5438703058","29392.4127738075","29505.7966629284","29537.5066170095","30137.8189996172","30392.3851813546","30898.0123647426","31432.5921269931","31318.4623021838","30241.2907967176","30683.7689471934","31170.632575675","31076.8083369869","31095.4020551326","31239.8046208754","31441.8162764141","31688.4676776025","32140.5599588359","",
"Faroe Islands","FRO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","1895.43821348979","1874.02799377916","1880.00565088404","1903.47642176191","1928.76644070964","2020.2633629895","2047.07483261515","2160.02463101584","2105.47158603393","2223.20093718621","2138.35837702134","2005.72616172974","2070.04656405329","2106.90528307487","2210.92225780028","2255.156067746","2272.54423600011","2320.4089275015","2252.80313763758","2307.38634223511","2315.53404488854","2283.18582386418","2245.37223147457","2283.12427856868","2337.47780265596","2419.17017821935","2370.23950996589","2274.41032959827","2218.67615247801","2318.77184414888","2323.78850262538","2384.35760167513","",
"Gabon","GAB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1263389.50066509","1435621.45578747","1525501.52763993","1598193.36968417","1646979.41480253","1755003.86376995","1800158.91178254","1836112.00058502","1842096.33150901","1948854.25526026","2074896.70082933","2243602.65533935","2451546.43652252","2651450.42385703","3628290.07846759","4237900.9233265","5625972.10630188","4809394.57625071","3568869.12838332","3501130.69639778","3503718.71306533","3591477.48248699","3392786.451676","3491288.03793584","3655577.90573493","3475661.88498768","3355005.45633374","2704191.99076709","2968297.66433933","3134450.41354511","3208588.72141918","3314182.30280826","3127203.73901636","3166076.38603437","3199386.73931175","3273565.10882145","3307405.83997759","3410465.3374174","3441995.56079793","3057399.45443477","2925879.35915368","2914637.96257345","2835167.24621043","2825246.62198282","2769535.3704172","2764774.28898046","2609589.92514071","2683992.65615672","2515437.38133872","2438804.39488415","2526594.67781565","2615070.32215525","2658833.14648025","2715319.61815271","2744232.34929864","2770243.35156139","2757310.64620116","2708914.9603212","",
"United Kingdom","GBR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","8948.83980785601","9109.60548800915","9152.57552245938","9443.73463140436","9855.24336270824","10065.2296832983","10215.0262674912","10394.9595394408","10756.6836744095","10931.9088927998","11606.6382685165","11960.9947079966","12433.3225695188","13217.0131087677","12883.2971966162","12693.6875509108","13066.2957735264","13389.9186884488","13951.7950867549","14460.8137034841","14150.659279355","14036.6704578167","14324.0193206474","14923.6775619795","15239.2386245581","15842.578526772","16299.7492369454","17128.2453309344","18072.5357992691","18488.701437264","18568.4121457977","18309.9475389568","18328.7885902568","18746.9444449931","19424.8171470012","19851.9711429164","20304.1784191882","21069.7757327998","21667.6719298008","22290.2203291866","23024.5486854238","23519.6039328567","23995.8881972301","24678.7871383275","25118.9859789236","25719.4915445894","26158.1784290453","26566.9748424815","26234.1492285784","24946.1205720895","25170.7582556358","25337.5606582458","25534.7278050496","25884.9099256231","26475.2953701692","26881.8361294542","27207.2490678295","27514.4981648844","",
"Georgia","GEO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","3173.23514436766","3373.56111571621","3549.42180625151","3674.11814065064","3813.82084506669","4232.3908988925","4292.06943793826","4369.432483207","4611.89563513011","4974.73887939516","5302.64279937762","5585.55240744996","5930.20299565596","6333.67969179246","6750.60530056979","7000.27623211259","7308.80851046509","7392.24377494974","7642.7856830822","7989.04486933231","8310.65784663615","7563.75866737392","7597.74448521967","7940.82672583514","7350.13664711867","6264.87740770521","4908.33754315567","2683.6282938324","1882.79900391463","1704.16466475508","1795.60111504504","2047.70650188162","2305.30533889792","2400.34815874484","2488.51931888977","2553.88338701485","2696.07461259867","2862.84166832754","3220.81436541555","3452.44371057319","3833.13777351661","4249.00823157459","4846.76140549848","5028.01221340146","4907.81129757976","5283.58742965925","5739.70351468743","6183.99585188881","6476.41637470214","6864.92663321248","7081.46885518404","7278.90992736491","7635.23273406223","",
"Ghana","GHA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","3026.19104657039","3032.31688732977","3059.37783852693","3098.8444171217","3078.8405566564","3041.1451509023","2845.0639040393","2871.9786715061","2825.21689192153","2932.01753534928","3142.4048691371","3220.05989676322","3051.35963154707","3049.88628651976","3172.63811918145","2714.04325684632","2568.06324207139","2583.56919456658","2757.99774944477","2638.61854837807","2589.40206137336","2427.76730652995","2186.80071157786","2015.58934319008","2115.88555588528","2152.7859395531","2197.64598964729","2238.59940648114","2300.96191901107","2353.49099542364","2366.27082018226","2423.13006767927","2448.06137213084","2496.94411561956","2510.83391743258","2546.97816001277","2598.29428097208","2642.26103006708","2700.85928034754","2752.3820768714","2784.72128906297","2824.10957689093","2876.70308199707","2948.99287308087","3034.04380767963","3130.20211896381","3244.47059031443","3297.98864671973","3507.28807941818","3584.09983951583","3771.26719381486","4196.63835647531","4477.67423072602","4693.26772905944","4718.86493134944","4713.2265441595","4767.88218045","5044.04701537916","",
"Gibraltar","GIB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","3162638.96623001","3174918.20291959","3269836.97234278","3273587.15269048","3262253.3877089","3172509.88767602","3089894.01447409","3062514.89163557","3023273.90148392","3031237.82141493","3064708.62057814","3144087.03889955","3195311.12507302","3259438.39069428","3282318.1998936","3340731.7037112","3449362.00107362","3427719.21857371","3441256.52803531","3475005.91579634","3444252.89543171","3600949.99102184","3667661.64797501","3546492.57653372","3635614.78094193","3755794.1563202","3891172.32871003","3954837.44581925","4008042.17759692","4062520.19491656","4377033.3700013","4718893.56567842","",
"Gambia, The","GMB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","20596.2270263248","20192.6025368876","21649.3884027262","21653.1337648552","22395.326241937","21752.7706447876","21146.1868843621","22379.6796993745","22961.7109785313","25036.9007253056","26108.8407216874","26252.7801051108","27123.8747182588","25971.1720052678","26722.2350194222","26680.9815368721","25545.728475804","27272.8960301921","27114.7559753677","25755.9803877554","25603.3629345989","25007.2744162173","24920.4893259716","25249.0116394577","25130.2761824062","25019.130052476","25066.511920007","25088.1414200502","24436.8881989432","23972.7590933576","23824.6207750534","24295.0798342452","24435.5188287513","25249.5675087611","25850.6346042284","26517.9306162102","24856.8031556268","25723.9991073753","26663.729983556","25578.1114319778","25053.4723482744","25151.8613169388","25766.289270958","26575.160259906","27429.7239796963","25436.6311586146","26029.878368529","26437.3151185585","25389.5278055874","26067.4879227831","25391.1534371234","25763.9689951548","",
"Guinea-Bissau","GNB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","209532.043600482","197337.214288075","205604.413680562","203820.923996403","209603.49816957","223282.296812979","232621.076545993","215228.904206397","242942.338886106","246546.558573156","205044.469029311","238234.545927782","242826.31288821","228684.702375447","243039.69480187","246795.046408652","238960.346604805","240159.72412536","245451.956216049","254423.686116619","263607.479353539","270406.692153053","266784.571791494","265939.002856043","268294.323244497","274290.731425476","300314.617017238","314232.049363963","222131.693328277","220571.701286212","228345.703004032","228873.572794577","222061.764653586","218645.596963977","219834.190521682","224150.841735236","224159.96422375","226145.180081303","227892.112049842","229886.842712238","234546.560081754","247112.615449387","236655.410560398","238060.039904966","234193.410088634","242272.212551524","251040.376373163","259387.699774833","",
"Equatorial Guinea","GNQ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","261837.498571621","261830.491592499","248669.379774641","241304.069060938","226722.120901675","241138.373851952","224790.573211882","226250.601618366","225242.361887081","216128.360016709","206006.216271035","197524.521587567","257661.908214471","276690.732878604","311857.961982182","353522.691935168","567401.021375995","1364605.96655381","1623350.16102761","1959518.14953436","2224472.24228948","3489826.90203544","4002354.84306137","4375702.86289736","5786769.56376575","6466047.77616243","6657451.17814942","7331422.94896947","8247593.90063311","7984256.04794134","6950666.80405087","7082532.25920003","7344061.62953149","6747182.140759","6501174.28512392","5677839.42167231","4997294.26310951","4578437.61364183","",
"Greece","GRC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","5119.11929053347","5644.94065473952","5697.46139950478","6251.72901942571","6743.52083264089","7342.48915138971","7733.03068620915","8090.75085160342","8573.96902296357","9388.39890323644","10111.7946534929","10857.4714676738","11883.1107343001","12786.5370990939","11919.3431571581","12559.7762503923","13213.5229289901","13426.3005803633","14213.7896463813","14498.414757959","14453.9192253465","14102.3332699512","13856.9170703384","13627.9450719521","13832.8646160124","14125.0555247979","14151.2911282221","13785.4627649655","14324.4436600122","14791.3817912447","14635.7420059172","14909.4061518071","14899.5213125493","14575.1363115135","14792.3873115391","15032.5898233059","15394.851642033","16006.0398682745","16537.5523494267","16980.4444893362","17574.0067286037","18205.2040336096","18850.1457436061","19894.888841305","20850.1178031392","20913.6206173775","22029.4881511152","22692.7925153096","22556.7742306466","21529.9634186209","20324.1180357657","18495.3630375206","17238.0739955804","16800.6994940635","17038.1031365594","17100.83936773","17130.1580989778","17386.7322849171","",
"Grenada","GRD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","7174.20994009601","7651.67632021203","8126.40231420381","8043.25767912438","8025.36376487746","8130.23172444127","8171.53300325661","8252.15269929242","8617.18857469934","9215.27197197007","10130.8121503268","10571.5748573325","11104.9840493819","11620.8834137721","11761.0083563149","11571.646535937","11217.224963125","11280.9647402042","11423.5090519176","11866.4768443192","12421.4651608948","13855.7995834526","14792.2034265886","15488.21480235","15140.4805152726","15622.4074436827","17054.9714285714","16898.1666926434","19086.5943331164","18269.5145217366","19327.0345413473","19445.5893389782","18095.8713661118","17937.8258834319","18006.5819652629","17730.0727145173","18073.6452992664","19318.7213238059","20474.3266899451","21141.4007100459","22106.3463946209","",
"Greenland","GRL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","88053.5692461198","97866.7571518646","101545.722792257","106907.549046814","111866.470735352","112362.402021663","118818.757894706","130086.554037469","138474.118075074","144033.781188694","154659.282653993","153246.031421899","145051.007877796","148337.531251466","139052.841220092","142782.48010343","152058.739446003","158666.665787406","165417.392124338","174838.198789752","153515.165580283","153617.27027027","146291.994575045","139188.22826087","146637.311711712","151287.17562724","153326.542039356","155300.976785714","167050.893048128","169352.661319073","181056.665480427","182866.260869565","180261.772862972","187733.63868581","200474.424979354","210076.402915606","222376.439919682","228489.081425161","243555.602897316","245686.486870373","247394.780774976","246231.323606961","250015.842281288","247201.812934865","261204.369837463","262859.535944684","282639.803509771","","",
"Guatemala","GTM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","7053.54855088658","7143.99843363099","7184.39202203999","7645.07221178933","7770.93424852131","7878.1047806484","8074.51992787773","8166.35464922841","8629.704016575","8783.98104331305","9027.23704470034","9269.63894001882","9679.6398660488","10060.2647542071","10421.3352290991","10352.0374035085","10837.998858652","11397.1507864293","11676.0212642052","11930.0223116753","12077.234882492","11857.388386615","11157.3836951599","10603.5405032347","10397.2852443591","10086.6667111647","9863.43644043493","9975.96283088486","10125.7849212475","10283.2427836581","10358.1134895534","10488.5679623168","10740.8917547266","10904.2086624679","11083.5420062942","11368.0597635257","11442.4559350648","11677.5243638792","11989.8864786557","12173.738695973","12327.765027518","12325.2420561184","12504.1221877764","12521.4775437201","12616.9555201683","12730.7265354792","13114.2132600671","13632.3353977383","13771.9423190456","13544.7581243952","13634.1832282242","13899.0640523865","14009.9435918699","14225.086485733","14514.2301416411","14809.2691867782","14963.3801215006","15075.4701140266","",
"Guam","GUM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27644.3454747892","27803.4923976312","29519.4783015705","30504.6653451345","29291.2611567747","29492.304302666","29968.2459835885","30025.5603494294","30612.6288853767","30605.3432532973","31167.7595594257","31657.0537802026","32087.3222461747","32101.954918818","31965.1802376977","31766.618563104","",
"Guyana","GUY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","256744.232824205","260822.603425401","256305.541702351","218951.746332678","237988.109271227","257415.216005455","265728.569081061","272536.1842785","271206.169849593","286171.909130771","294460.762882833","299904.321971014","286635.430201888","287035.284135216","305822.200615644","328209.270781238","329603.289766872","317402.943870656","308553.448235105","300497.847538557","304180.299729006","308107.743354318","267634.304930945","250191.475006991","238752.965940984","246000.350538901","245690.603610284","250175.765426841","243109.771620824","232727.33943845","226303.49155633","239696.631301286","256964.542265337","275997.968590087","297628.359265643","311392.444690356","335913.817104645","357309.139370835","352495.174541326","364214.48925935","360190.144061795","368909.089301133","373275.514235358","370928.891477539","376830.562112635","369826.122225097","389494.370871971","417800.830359328","426947.00394204","442481.021009987","460260.181419746","482532.372179949","505300.156289213","527075.602739021","543543.102962694","556995.708601275","571902.604800447","585181.199420461","",
